INDICATORS;PRCCODE;PRCCODE_LABEL;DECL;PERIOD;Value;Flag and Footnotes
PRODVAL;10202425;Saumons du Pacifique, de l'Atlantique et du Danube, fumés, y compris les filets (à l'exclusion des têtes, queues et vessies natatoires);EU27TOTALS_2020;Jan.-Dec. 2017;2 448 651 385;
PRODVAL;10202450;Harengs fumés (y compris les filets);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10202455;Harengs fumés, y compris les filets (à l'exclusion des têtes, queues et vessies natatoires);EU27TOTALS_2020;Jan.-Dec. 2017;22 351 843;
PRODVAL;10202470;Truites fumées, y compris les filets (à l'exclusion des têtes, queues et vessies natatoires);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10202475;Poissons fumés, à l'exclusion des harengs, truites et saumons du Pacifique, de l'Atlantique et du Danube;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10202480;Autres poissons fumés (à l'exclusion des saumons et des harengs), y compris les filets;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10202485;Poissons fumés (à l'exclusion des harengs, ainsi que des saumons du Pacifique, de l'Atlantique et du Danube), y compris les filets, mais à l'exclusion des têtes, queues et vessies natatoires;EU27TOTALS_2020;Jan.-Dec. 2017;522 414 703;
PRODVAL;10202510;Préparations et conserves de saumons, entiers ou en morceaux (à l'exclusion des produits de poissons hachés et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;147 251 760;
PRODVAL;10202520;Préparations et conserves de harengs, entiers ou en morceaux (à l'exclusion des produits de poissons hachés et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;759 277 385;
PRODVAL;10202530;Préparations et conserves de sardines, sardinelles, sprats et esprots, entiers ou en morceaux (à l'exclusion des produits de poissons hachés et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;414 673 176;
PRODVAL;10202540;Préparations et conserves de thons, de listaos et de bonites «Sarda spp.», entiers ou en morceaux (à l'exclusion des produits de poissons hachés et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;2 696 000 000;
PRODVAL;10202550;Préparations et conserves de maquereaux, entiers ou en morceaux (à l'exclusion des produits de poissons hachés et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;359 611 335;
PRODVAL;10202560;Préparations et conserves d'anchois, entiers ou en morceaux (à l'exclusion des produits de poissons hachés et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;210 000 000;
PRODVAL;10202570;Filets de poissons, enrobés de pâte ou de chapelure, y compris bâtonnets de poissons (à l'exclusion des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;1 093 710 863;
PRODVAL;10202580;Autres préparations et conserves d'autres poissons, entiers ou en morceaux (à l'exclusion des produits de poissons hachés et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;390 030 050;
PRODVAL;10202590;Préparations et conserves de poissons (à l'exclusion des plats préparés et des préparations et conserves de poissons entiers ou en morceaux);EU27TOTALS_2020;Jan.-Dec. 2017;964 664 748;
PRODVAL;10202630;Caviar;EU27TOTALS_2020;Jan.-Dec. 2017;29 070 092;
PRODVAL;10202660;Succédanés de caviar;EU27TOTALS_2020;Jan.-Dec. 2017;101 686 082;
PRODVAL;10203100;Crustacés, congelés ou surgelés, séchés, salés ou en saumure;EU27TOTALS_2020;Jan.-Dec. 2017;584 472 063;
PRODVAL;10203200;Mollusques (Coquilles Saint-Jacques ou peignes, pétoncles et vanneaux, moules, seiches et sépioles, calmars et encornets, poulpes ou pieuvres), congelés ou surgelés, séchés, fumés, salés ou en saumure;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10203250;Mollusques (Coquilles Saint-Jacques ou peignes, pétoncles et vanneaux, moules, seiches et sépioles, calmars et encornets, poulpes ou pieuvres), congelés ou surgelés, séchés, fumés, salés ou en saumure;EU27TOTALS_2020;Jan.-Dec. 2017;869 203 691;
PRODVAL;10203300;"Autres invertébrés aquatiques (palourdes, clovisses, méduses, etc.), congelés, séchés, fumés, salés ou en saumure; farines, poudres et pellets d'invertébrés aquatiques autres que les crustacés, propres à l'alimentation humaine, congelés ou surgelés, séchés, fumés, salés ou en saumure";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10203350;"Autres invertébrés aquatiques (palourdes, clovisses, méduses, etc.), congelés, séchés, fumés, salés ou en saumure; farines, poudres et pellets d'invertébrés aquatiques autres que les crustacés, propres à l'alimentation humaine, congelés ou surgelés, séchés, fumés, salés ou en saumure";EU27TOTALS_2020;Jan.-Dec. 2017;11 610 000;
PRODVAL;10203400;Autres préparations et conserves à base de crustacés, mollusques, autres invertébrés aquatiques et algues;EU27TOTALS_2020;Jan.-Dec. 2017;1 923 231 147;
PRODVAL;10204100;Farines, poudres et pellets de poissons, crustacés, mollusques et autres invertébrés aquatiques, impropres à l'alimentation humaine;EU27TOTALS_2020;Jan.-Dec. 2017;526 493 845;
PRODVAL;10204200;Autres produits de poissons non comestibles à base de poissons, crustacés, mollusques, autres invertébrés aquatiques ou algues (à l'exclusion des fanons de baleine ou d'autres mammifères, du corail et des matières similaires, des coquilles et carapaces, des os de seiches et des éponges brutes ou simplement préparées/naturelles);EU27TOTALS_2020;Jan.-Dec. 2017;80 146 321;
PRODVAL;10204250;Têtes, queues et vessies natatoires de poissons et autres abats comestibles de poissons, séchés, salés, en saumure ou fumés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10311110;Pommes de terre, non cuites ou cuites à l'eau ou à la vapeur, congelées ou surgelées;EU27TOTALS_2020;Jan.-Dec. 2017;182 477 539;
PRODVAL;10311130;Pommes de terre préparées ou conservées autrement qu'au vinaigre ou à l'acide acétique, congelées ou surgelées, y compris les pommes de terre entièrement ou partiellement frites et ensuite congelées ou surgelées;EU27TOTALS_2020;Jan.-Dec. 2017;3 769 398 310;
PRODVAL;10311200;Pommes de terre, déshydratées, coupées ou non, mais sans autre préparation;EU27TOTALS_2020;Jan.-Dec. 2017;6 705 497;
PRODVAL;10311300;Pommes de terre déshydratées sous forme de farine, de poudre, de flocons, de granulés ou de pellets;EU27TOTALS_2020;Jan.-Dec. 2017;497 823 865;
PRODVAL;10311430;Pommes de terre préparées ou conservées, sous forme de farine, semoule ou flocons (à l'exclusion des chips et des produits congelés ou surgelés, ou préparés ou conservés au vinaigre ou à l'acide acétique);EU27TOTALS_2020;Jan.-Dec. 2017;138 289 100;
PRODVAL;10311460;Autres préparations ou conserves de pommes de terre, y compris les chips (à l'exclusion des produits congelés ou surgelés, séchés, préparés ou conservés au vinaigre ou à l'acide acétique, ou sous forme de farines, semoules ou flocons);EU27TOTALS_2020;Jan.-Dec. 2017;3 487 691 232;
PRODVAL;10321100;Jus de tomate;EU27TOTALS_2020;Jan.-Dec. 2017;101 919 019;
PRODVAL;10321210;Jus d'orange, non concentré, congelé;EU27TOTALS_2020;Jan.-Dec. 2017;120 000 000;
PRODVAL;10321220;Jus d'orange, non concentré, non congelé;EU27TOTALS_2020;Jan.-Dec. 2017;1 816 536 438;
PRODVAL;10321230;Jus d'orange n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;160 357 139;
PRODVAL;10321300;Jus de pamplemousse;EU27TOTALS_2020;Jan.-Dec. 2017;90 571 117;
PRODVAL;10321400;Jus d'ananas;EU27TOTALS_2020;Jan.-Dec. 2017;179 764 252;
PRODVAL;10321500;Jus de raisin, y compris le moût;EU27TOTALS_2020;Jan.-Dec. 2017;699 940 564;
PRODVAL;10321600;Jus de pomme;EU27TOTALS_2020;Jan.-Dec. 2017;1 408 764 892;
PRODVAL;10321700;Mélanges de jus de fruits et légumes;EU27TOTALS_2020;Jan.-Dec. 2017;1 821 592 560;
PRODVAL;10321910;Jus de tout autre agrume (à l'exclusion des oranges et pamplemousses), non concentré;EU27TOTALS_2020;Jan.-Dec. 2017;196 381 340;
PRODVAL;10321920;Jus de tout autre fruit ou légume (à l'exclusion des oranges, pamplemousses, ananas, tomates, raisin et pommes), non concentré, non fermenté, sans addition d'alcool;EU27TOTALS_2020;Jan.-Dec. 2017;1 000 000 000;
PRODVAL;10321930;Autres jus de fruits ou légumes n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;1 459 303 915;
PRODVAL;10391100;Légumes et mélanges de légumes congelés ou surgelés, non cuits ou cuits à l'eau ou à la vapeur (à l'exclusion des pommes de terre);EU27TOTALS_2020;Jan.-Dec. 2017;4 504 751 282;
PRODVAL;10391200;Légumes conservés provisoirement au moyen de gaz sulfureux ou dans de l'eau salée, soufrée ou additionnée d'autres substances servant à assurer provisoirement leur conservation, mais impropres à l'alimentation en l'état;EU27TOTALS_2020;Jan.-Dec. 2017;218 839 025;
PRODVAL;10391330;Oignons, séchés, même coupés en morceaux ou en tranches ou bien broyés ou pulvérisés, mais non autrement préparés;EU27TOTALS_2020;Jan.-Dec. 2017;64 610 829;
PRODVAL;10391350;Champignons et truffes, séchés, même coupés en morceaux ou en tranches ou bien broyés ou pulvérisés, mais non autrement préparés;EU27TOTALS_2020;Jan.-Dec. 2017;111 909 493;
PRODVAL;10391390;Légumes (à l'exclusion des pommes de terre, des oignons, des champignons et des truffes) et mélanges de légumes, séchés, même coupés en morceaux ou en tranches ou bien broyés ou pulvérisés, mais non autrement préparés;EU27TOTALS_2020;Jan.-Dec. 2017;391 916 031;
PRODVAL;10391500;Haricots, conservés autrement qu'au vinaigre ou à l'acide acétique (à l'exclusion des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;721 325 550;
PRODVAL;10391600;Pois, conservés autrement qu'au vinaigre ou à l'acide acétique (à l'exclusion des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;337 296 599;
PRODVAL;10391710;Tomates, entières ou en morceaux, conservées autrement qu'au vinaigre ou à l'acide acétique (à l'exclusion des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;1 250 947 071;
PRODVAL;10391721;Coulis et purées de tomates;EU27TOTALS_2020;Jan.-Dec. 2017;1 084 413 049;
PRODVAL;10391725;Concentré de tomates;EU27TOTALS_2020;Jan.-Dec. 2017;1 193 907 971;
PRODVAL;10391730;Champignons et truffes, préparés ou conservés autrement qu'au vinaigre ou à l'acide acétique (à l'exclusion des plats préparés et des champignons et truffes séchés ou congelés);EU27TOTALS_2020;Jan.-Dec. 2017;645 671 119;
PRODVAL;10391740;Autres légumes et mélanges de légumes, non congelés, conservés autrement qu'au vinaigre ou à l'acide acétique (à l'exclusion des plats préparés et des autres légumes et mélanges de légumes non cuits ou cuits à l'eau ou à la vapeur);EU27TOTALS_2020;Jan.-Dec. 2017;587 712 043;
PRODVAL;10391750;Choucroute, non congelée, conservée autrement qu'au vinaigre ou à l'acide acétique (à l'exclusion des plats préparés et de la choucroute séchée);EU27TOTALS_2020;Jan.-Dec. 2017;129 698 298;
PRODVAL;10391760;Asperges, non congelées, conservées autrement qu'au vinaigre ou à l'acide acétique (à l'exclusion des plats préparés et des asperges séchées);EU27TOTALS_2020;Jan.-Dec. 2017;46 410 094;
PRODVAL;10391770;Olives, non congelées, conservées autrement qu'au vinaigre ou à l'acide acétique (à l'exclusion des plats préparés et des olives séchées);EU27TOTALS_2020;Jan.-Dec. 2017;2 096 818 884;
PRODVAL;10391780;Maïs doux, non congelé, conservé autrement qu'au vinaigre ou à l'acide acétique (à l'exclusion des plats préparés et du maïs doux séché);EU27TOTALS_2020;Jan.-Dec. 2017;480 000 000;
PRODVAL;10391790;Autres légumes et mélanges de légumes, non congelés (à l'exclusion des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;4 456 691 104;
PRODVAL;10391800;Légumes (à l'exclusion des pommes de terre), fruits, fruits à coque et parties comestibles de plantes, préparés ou conservés au vinaigre ou à l'acide acétique;EU27TOTALS_2020;Jan.-Dec. 2017;1 964 526 945;
PRODVAL;10392100;Fruits et fruits à coque, congelés, non cuits ou cuits à l'eau ou à la vapeur;EU27TOTALS_2020;Jan.-Dec. 2017;1 268 691 790;
PRODVAL;10392230;Confitures, marmelades, gelées, purées et pâtes d'agrumes, obtenues par cuisson (à l'exclusion des préparations homogénéisées);EU27TOTALS_2020;Jan.-Dec. 2017;146 934 987;
PRODVAL;10392290;Confitures, marmelades, gelées, purées et pâtes de fruits à coque et de fruits autres qu'agrumes, obtenues par cuisson (à l'exclusion des préparations homogénéisées);EU27TOTALS_2020;Jan.-Dec. 2017;3 435 603 135;
PRODVAL;10392330;Arachides, préparées ou conservées autrement qu'au vinaigre ou à l'acide acétique, et beurre d'arachide (à l'exclusion des arachides congelées, sous forme de purée ou de pâte);EU27TOTALS_2020;Jan.-Dec. 2017;756 004 690;
PRODVAL;10392390;Autres fruits à coque et autres graines, y compris les mélanges, préparés ou conservés autrement qu'au vinaigre ou à l'acide acétique (à l'exclusion des fruits et graines congelés, sous forme de purée ou de pâte, ou confits au sucre);EU27TOTALS_2020;Jan.-Dec. 2017;2 942 979 908;
PRODVAL;10392410;Écorces d'agrumes ou de melons, fraîches, congelées, séchées ou conservées dans de l'eau salée, soufrée ou additionnée d'autres substances;EU27TOTALS_2020;Jan.-Dec. 2017;15 000 000;
PRODVAL;10392430;Autres fruits et fruits à coque, provisoirement conservés au moyen de gaz sulfureux ou dans de l'eau salée, soufrée ou additionnée d'autres substances, impropres à l'alimentation immédiate;EU27TOTALS_2020;Jan.-Dec. 2017;118 472 629;
PRODVAL;10392500;Arachides et fruits à coque, sans coques, et graines de tournesol, pelées;EU27TOTALS_2020;Jan.-Dec. 2017;617 978 829;
PRODVAL;10392510;Raisins, séchés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10392520;"Autres fruits, séchés (à l'exclusion des bananes, dattes, figues, ananas, avocats, goyaves, mangues, mangoustans, agrumes et raisins); mélanges de fruits à coque et séchés";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10392550;Autres fruits, préparés ou conservés (à l'exclusion du Müsli);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10392910;Raisins, séchés;EU27TOTALS_2020;Jan.-Dec. 2017;60 052 106;
PRODVAL;10392920;"Autres fruits, séchés (à l'exclusion des bananes, dattes, figues, ananas, avocats, goyaves, mangues, mangoustans, agrumes et raisins); mélanges de fruits à coque et de fruits séchés";EU27TOTALS_2020;Jan.-Dec. 2017;610 262 744;
PRODVAL;10392930;"Fruits séchés (à l'exclusion des raisins); mélanges de fruits à coque séchés et/ou de fruits séchés";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10392950;Autres fruits, préparés ou conservés (à l'exclusion du Müsli);EU27TOTALS_2020;Jan.-Dec. 2017;2 773 120 235;
PRODVAL;10393000;Déchets et sous-produits végétaux pour l'alimentation des animaux n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;163 968 311;
PRODVAL;10399100;Cuisson et autres façons de préparations à base de fruits et légumes;EU27TOTALS_2020;Jan.-Dec. 2017;278 080 262;
PRODVAL;10411100;Stéarine solaire, huile de saindoux, oléostéarine, oléomargarine et huile de suif, non émulsionnées, ni mélangées ou autrement préparées;EU27TOTALS_2020;Jan.-Dec. 2017;35 590 738;
PRODVAL;10411200;Graisses et huiles de poissons et de mammifères marins et leurs fractions (non chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;184 166 207;
PRODVAL;10411900;Autres graisses et huiles animales et leurs fractions, raffinées ou non, mais non chimiquement modifiées;EU27TOTALS_2020;Jan.-Dec. 2017;516 294 074;
PRODVAL;10412100;Huile de soja brute et ses fractions (non chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10412110;Huile d'arachide brute et ses fractions (non chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;800 000 000;
PRODVAL;10412200;Huile d'arachide brute et ses fractions (non chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10412210;Huile d'olive vierge et ses fractions (non chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;7 297 638 196;
PRODVAL;10412220;Huiles brutes et leurs fractions obtenues exclusivement à partir d'olives, y compris les mélanges de ces huiles avec des huiles d'olive vierges raffinées (à l'exclusion de l'huile d'olive vierge et des huiles chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;800 000 000;
PRODVAL;10412300;Huiles de tournesol et de carthame brutes et leurs fractions (non chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;1 126 409 095;
PRODVAL;10412310;Huile d'olive vierge et ses fractions (non chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10412330;Huiles brutes et leurs fractions obtenues exclusivement à partir d'olives, y compris les mélanges de ces huiles avec des huiles d'olive vierges raffinées (à l'exclusion de l'huile d'olive vierge et des huiles chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10412400;Huiles de tournesol et de carthame brutes et leurs fractions (non chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10412410;Huiles de navette, de colza et de moutarde brutes et leurs fractions (non chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;2 415 251 860;
PRODVAL;10412500;Huile de coton brute et ses fractions (non chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10412510;Huile de palme brute et ses fractions (non chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;120 000 000;
PRODVAL;10412600;Huiles de navette, de colza et de moutarde brutes et leurs fractions (non chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10412700;Huile de palme brute et ses fractions (non chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10412800;Huile de coco (coprah) brute et ses fractions (non chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PRODVAL;10412900;Autres huiles végétales brutes (non chimiquement modifiées);EU27TOTALS_2020;Jan.-Dec. 2017;:;
